日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2023/5/18,台北一,芒果 金煌,86.7,58.1,34.6,59.1,"3,169"
2023/5/19,台北一,芒果 金煌,84.5,59.5,37.3,60.1,"3,479"
2023/5/20,台北一,芒果 金煌,72.4,55.1,39.6,55.5,"2,879"
2023/5/21,台北一,芒果 金煌,63.6,46.4,36.3,47.8,"1,322"
2023/5/23,台北一,芒果 金煌,73.9,50.6,35.6,52.2,"4,553"
2023/5/24,台北一,芒果 金煌,61.3,48.8,32.8,48.1,"2,905"
2023/5/26,台北一,芒果 金煌,80.8,41.9,29.9,47.3,"6,280"
2023/5/27,台北一,芒果 金煌,70.4,43.3,27.4,45.5,"4,813"
2023/5/28,台北一,芒果 金煌,70.8,42.8,28.6,45.6,"4,285"
2023/5/30,台北一,芒果 金煌,67.3,39.1,24.2,41.8,"6,678"
2023/5/31,台北一,芒果 金煌,69.2,36.4,20.3,39.8,"6,032"
2023/6/1,台北一,芒果 金煌,88,41.8,24.8,47.7,"5,961"
2023/6/2,台北一,芒果 金煌,51.1,33.5,25.2,35.3,"7,289"
2023/6/3,台北一,芒果 金煌,48.2,31,21.2,32.5,"4,575"
2023/6/4,台北一,芒果 金煌,48.9,28.9,19.8,31.1,"6,377"
2023/6/6,台北一,芒果 金煌,46,29.6,17.5,30.5,"6,799"
2023/6/7,台北一,芒果 金煌,62,37.2,17.7,38.3,"4,764"
2023/6/8,台北一,芒果 金煌,48.1,31.6,20.4,32.6,"7,422"
2023/6/9,台北一,芒果 金煌,42.1,28.8,16.1,28.9,"9,455"
2023/6/10,台北一,芒果 金煌,50.5,31.7,15.8,32.3,"7,420"
2023/6/11,台北一,芒果 金煌,35.7,24.7,16.1,25.2,"9,388"
2023/6/13,台北一,芒果 金煌,41.5,25.1,14.2,26.2,"10,285"
2023/6/14,台北一,芒果 金煌,48.8,26.6,16.4,29,"9,993"
2023/6/15,台北一,芒果 金煌,47.4,25.8,13.6,27.7,"7,545"
2023/6/16,台北一,芒果 金煌,48.6,27.2,12.5,28.6,"8,168"
2023/6/17,台北一,芒果 金煌,46.6,26.7,12.8,27.9,"9,016"
2023/6/18,台北一,芒果 金煌,36.7,27.5,16.3,27.1,"8,790"
2023/6/20,台北一,芒果 金煌,40.5,23.2,12.2,24.4,"13,384"
2023/6/21,台北一,芒果 金煌,39,24.3,13.1,25,"9,434"
2023/6/22,台北一,芒果 金煌,34.6,23.5,12.8,23.6,"8,588"
2023/6/24,台北一,芒果 金煌,43.7,25.5,13.2,26.7,"9,723"
2023/6/25,台北一,芒果 金煌,46.3,20.9,11.5,24.1,"7,302"
2023/6/28,台北一,芒果 金煌,41.5,21.1,9.5,22.9,"8,409"
2023/6/29,台北一,芒果 金煌,50.4,26,13.2,28.3,"8,299"
2023/6/30,台北一,芒果 金煌,50.4,24.2,12.2,27,"9,644"
2023/7/1,台北一,芒果 金煌,48.7,25.7,13.5,27.9,"9,704"
2023/7/2,台北一,芒果 金煌,34.5,22.4,13.7,23.1,"9,415"
2023/7/4,台北一,芒果 金煌,35.2,24.1,15.6,24.6,"12,105"
2023/7/5,台北一,芒果 金煌,35.3,21.4,13,22.5,"12,327"
2023/7/6,台北一,芒果 金煌,38.7,20.4,10.4,22.1,"10,476"
2023/7/7,台北一,芒果 金煌,39.8,20.9,11.9,22.9,"8,482"
2023/7/8,台北一,芒果 金煌,40.4,22,12.9,23.9,"10,030"
2023/7/9,台北一,芒果 金煌,28.2,22.4,15.2,22.1,"8,347"
2023/7/11,台北一,芒果 金煌,37.6,23.8,15,24.8,"10,573"
2023/7/12,台北一,芒果 金煌,38.5,23.9,17.5,25.6,"9,062"
2023/7/13,台北一,芒果 金煌,39,25,17.3,26.2,"10,226"
2023/7/14,台北一,芒果 金煌,37.2,24.8,16,25.5,"11,904"
2023/7/15,台北一,芒果 金煌,39.2,25.2,16.8,26.3,"13,680"
2023/7/16,台北一,芒果 金煌,31.8,25,14.6,24.3,"13,773"
2023/7/18,台北一,芒果 金煌,37.1,26.9,18.2,27.2,"16,208"
2023/7/19,台北一,芒果 金煌,47,29.1,17.3,30.3,"11,612"
2023/7/21,台北一,芒果 金煌,37.8,25.3,15.9,25.9,"15,619"
2023/7/22,台北一,芒果 金煌,40.6,26.3,15.6,27,"12,710"
2023/7/23,台北一,芒果 金煌,33.8,26.1,17.1,25.8,"10,124"
2023/7/25,台北一,芒果 金煌,38.6,25.4,16.4,26.2,"16,912"
2023/7/26,台北一,芒果 金煌,42.2,25.8,14.1,26.8,"12,459"
2023/7/27,台北一,芒果 金煌,37.1,24.6,12.7,24.7,"9,633"
2023/7/28,台北一,芒果 金煌,45.1,30.9,21.5,31.8,"6,781"
2023/7/29,台北一,芒果 金煌,47,32.8,18.7,32.8,"8,611"
2023/7/30,台北一,芒果 金煌,45.4,33.5,21.7,33.5,"7,528"
2023/8/1,台北一,芒果 金煌,49.7,30.5,16,31.4,"10,083"
2023/8/2,台北一,芒果 金煌,49,30.4,20.1,32,"13,230"
2023/8/3,台北一,芒果 金煌,45.2,27,14.1,28,"10,908"
2023/8/4,台北一,芒果 金煌,49,30.4,12.8,30.6,"6,119"
2023/8/5,台北一,芒果 金煌,50.4,31.1,17.6,32.3,"9,272"
2023/8/6,台北一,芒果 金煌,48.3,35.3,14.9,33.8,"4,367"
2023/8/8,台北一,芒果 金煌,56.1,40,18.2,38.9,"6,742"
2023/8/9,台北一,芒果 金煌,60,32.6,13.9,34.3,"5,757"
2023/8/10,台北一,芒果 金煌,60.6,36.7,19.3,38,"5,500"
2023/8/11,台北一,芒果 金煌,60.5,35.2,17.1,36.7,"7,096"
2023/8/12,台北一,芒果 金煌,60.1,44.1,21.2,42.8,"6,851"
2023/8/13,台北一,芒果 金煌,66.7,34,12.8,36.3,"6,437"
2023/8/15,台北一,芒果 金煌,60.8,37,20.9,38.5,"11,772"
2023/8/16,台北一,芒果 金煌,63,41.7,19.6,41.5,"5,584"
2023/8/17,台北一,芒果 金煌,65.2,45.8,15,43.5,"3,282"
2023/8/18,台北一,芒果 金煌,63.5,40.8,15.9,40.3,"2,585"
2023/8/19,台北一,芒果 金煌,62.2,41.7,16.9,40.8,"5,025"
2023/8/20,台北一,芒果 金煌,38.2,30.2,13,28.4,"1,472"
2023/8/22,台北一,芒果 金煌,64,33.9,16,36.3,"4,985"
2023/8/23,台北一,芒果 金煌,63.2,36.1,19.7,38.2,"3,872"
2023/8/24,台北一,芒果 金煌,60,39.9,17.9,39.5,"3,217"
2023/8/25,台北一,芒果 金煌,60,37.5,18.1,38.1,"3,728"
2023/8/26,台北一,芒果 金煌,72.4,47.9,14.9,46.2,"2,905"
2023/8/27,台北一,芒果 金煌,40,32.6,12.9,30.1,"2,610"
2023/8/29,台北一,芒果 金煌,74.2,40.9,13.9,42.2,"4,062"
2023/8/30,台北一,芒果 金煌,73.1,22.9,14.5,31.2,"1,003"
2023/9/2,台北一,芒果 金煌,65,65,65,65,12
2023/9/3,台北一,芒果 金煌,30.4,23.7,12.6,22.8,716
2023/9/5,台北一,芒果 金煌,36.1,30,30,31.2,"1,040"
2023/9/6,台北一,芒果 金煌,45.3,25.1,25,29.1,852
2023/9/8,台北一,芒果 金煌,28,20,20,21.6,150
2023/9/9,台北一,芒果 金煌,22,20.8,20,20.9,108
2023/9/10,台北一,芒果 金煌,21.7,20,18.3,20,540
2023/9/12,台北一,芒果 金煌,17,15.6,15,15.8,96
2023/9/13,台北一,芒果 金煌,40,30.5,20.4,30.4,258
2023/9/14,台北一,芒果 金煌,25,25,25,25,48
2023/9/15,台北一,芒果 金煌,40,21.7,20,25,48
2023/9/19,台北一,芒果 金煌,30,30,30,30,6
2024/3/23,台北一,芒果 金煌,65,65,65,65,7
2024/3/29,台北一,芒果 金煌,100,100,100,100,18
2024/3/30,台北一,芒果 金煌,100,45,25,52,50
2024/3/31,台北一,芒果 金煌,30,30,30,30,22
2024/4/2,台北一,芒果 金煌,79.4,70.9,48.2,68.1,239
2024/4/3,台北一,芒果 金煌,30,30,30,30,12
2024/4/6,台北一,芒果 金煌,99.3,89.4,60.8,85.7,104
2024/4/7,台北一,芒果 金煌,99.3,70.4,55.4,73.1,258
2024/4/9,台北一,芒果 金煌,81.9,61.7,53.6,64.1,322
2024/4/10,台北一,芒果 金煌,100,91.4,66.6,88.2,276
2024/4/11,台北一,芒果 金煌,76.5,61.7,41.3,60.6,324
2024/4/12,台北一,芒果 金煌,94.3,83.4,56.4,80.2,278
2024/4/13,台北一,芒果 金煌,85,71.7,55.6,71.2,398
2024/4/14,台北一,芒果 金煌,100,80,57.3,79.5,168
2024/4/16,台北一,芒果 金煌,87.6,78.9,57.6,76.4,648
2024/4/17,台北一,芒果 金煌,77.9,67.5,52.9,66.7,933
2024/4/18,台北一,芒果 金煌,76.9,67.4,45.9,65,936
2024/4/19,台北一,芒果 金煌,87.1,58.6,39.3,60.4,"1,061"
2024/4/20,台北一,芒果 金煌,92.7,71.6,48.2,71.2,944
2024/4/21,台北一,芒果 金煌,84.5,72.2,44.8,69.2,"1,209"
2024/4/23,台北一,芒果 金煌,85.8,65.8,44.7,65.6,"2,328"
2024/4/24,台北一,芒果 金煌,81.5,70.8,42.4,67.3,621
2024/4/25,台北一,芒果 金煌,99.7,73.7,46.4,73.4,507
2024/4/26,台北一,芒果 金煌,84.8,70.4,51.3,69.4,"1,577"
2024/4/27,台北一,芒果 金煌,75.4,63.7,44.8,62.3,"1,696"
2024/4/28,台北一,芒果 金煌,72.9,58.8,39.8,57.8,983
2024/4/30,台北一,芒果 金煌,91.5,64,35,63.7,"1,616"
2024/5/1,台北一,芒果 金煌,70.8,57.2,39.8,56.5,725
2024/5/2,台北一,芒果 金煌,87.9,53.8,29.5,55.8,"1,032"
2024/5/3,台北一,芒果 金煌,81.2,59.7,37.8,59.6,"2,391"
2024/5/4,台北一,芒果 金煌,82.6,59,38.4,59.6,"2,586"
2024/5/5,台北一,芒果 金煌,72,58.1,35.8,56.4,"2,972"
2024/5/7,台北一,芒果 金煌,66.7,57.6,40.4,56,"5,025"
2024/5/8,台北一,芒果 金煌,64.3,51.7,32.6,50.4,"3,936"
2024/5/9,台北一,芒果 金煌,71.6,48.6,22.4,48,"2,176"
2024/5/10,台北一,芒果 金煌,70,56.2,35.5,54.8,"1,282"
2024/5/11,台北一,芒果 金煌,73.1,48.2,32.1,50,"1,490"
2024/5/12,台北一,芒果 金煌,61.4,47,32.2,46.9,"3,024"
2024/5/14,台北一,芒果 金煌,62.9,49.1,31.3,48.3,"3,108"
2024/5/15,台北一,芒果 金煌,59.6,44.9,26,44,"1,862"
2024/5/16,台北一,芒果 金煌,70.8,52.1,30.2,51.5,"1,680"
2024/5/17,台北一,芒果 金煌,74.4,51.3,33.5,52.3,"2,022"
2024/5/18,台北一,芒果 金煌,73.6,51.9,35.1,52.9,"2,583"
2024/5/19,台北一,芒果 金煌,73.4,53.9,36,54.2,"3,221"
2024/5/21,台北一,芒果 金煌,77.4,53.2,36.1,54.6,"4,509"
2024/5/22,台北一,芒果 金煌,67.2,51.4,31.3,50.6,"3,154"
2024/5/23,台北一,芒果 金煌,62.3,42.3,26.6,43.2,"2,798"
2024/5/24,台北一,芒果 金煌,59.3,47.2,31.4,46.4,"3,041"
2024/5/25,台北一,芒果 金煌,75.3,51.5,31.6,52.3,"2,958"
2024/5/26,台北一,芒果 金煌,67.4,47.8,31.6,48.5,"2,686"
2024/5/28,台北一,芒果 金煌,68.7,49.1,24.4,48.1,"5,207"
2024/5/29,台北一,芒果 金煌,65.7,47.3,31.1,47.8,"4,061"
2024/5/31,台北一,芒果 金煌,78.5,48.9,29.6,51,"5,462"
2024/6/1,台北一,芒果 金煌,81.4,53.1,35.2,55.2,"5,358"
2024/6/2,台北一,芒果 金煌,73.6,52.2,32.2,52.5,"5,917"
2024/6/4,台北一,芒果 金煌,73.4,54.2,36.1,54.4,"7,959"
2024/6/5,台北一,芒果 金煌,71.4,50.7,33.6,51.4,"7,333"
2024/6/6,台北一,芒果 金煌,69.5,50.3,30.3,50.1,"8,240"
2024/6/7,台北一,芒果 金煌,63.6,45.1,27,45.2,"7,764"
2024/6/8,台北一,芒果 金煌,70.5,42.4,22.9,44.1,"8,308"
2024/6/9,台北一,芒果 金煌,63.8,43,27.5,44.1,"8,966"
2024/6/10,台北一,芒果 金煌,59.4,40.3,26.5,41.3,"5,288"
2024/6/13,台北一,芒果 金煌,48,34.9,23.3,35.2,"10,116"
2024/6/14,台北一,芒果 金煌,57.8,40.9,25,41.1,"5,453"
2024/6/15,台北一,芒果 金煌,52.4,41.2,30.7,41.3,"7,632"
2024/6/16,台北一,芒果 金煌,53.2,44.3,27.3,42.7,"6,097"
2024/6/18,台北一,芒果 金煌,53.3,42.2,26.2,41.2,"7,277"
2024/6/19,台北一,芒果 金煌,51.2,39.1,24.1,38.5,"7,357"
2024/6/20,台北一,芒果 金煌,48.7,39.2,26.3,38.5,"7,458"
2024/6/21,台北一,芒果 金煌,51.5,39.9,22.4,38.7,"6,190"
2024/6/22,台北一,芒果 金煌,47.3,38.4,26.7,37.9,"7,494"
2024/6/23,台北一,芒果 金煌,42.3,35.5,25.1,34.8,"5,728"
2024/6/25,台北一,芒果 金煌,48.9,37,25.1,37,"6,225"
2024/6/26,台北一,芒果 金煌,47.6,36,23.8,35.8,"6,481"
2024/6/27,台北一,芒果 金煌,46.3,35.1,19.3,34.2,"5,634"
2024/6/28,台北一,芒果 金煌,46.2,37.4,22.9,36.2,"5,995"
2024/6/29,台北一,芒果 金煌,47.6,39.2,30.2,39.1,"4,995"
2024/6/30,台北一,芒果 金煌,47.3,40.5,30.6,39.9,"4,594"
